topology,timestep,method,reward,feat_PR,chosen_mlu,chosen_disturbance,pathopt_mlu,dqn_used,gnn_used,lpd_used,criticality_backend,heuristic_used,active_od_count,k_cap,initial_selected_k,final_selected_k,selected_k,k_escalation_used,k_escalation_steps,k_cap_hit,full_od_fallback_used,fallback_reason,selected_od_count,noncritical_count,noncritical_background_mode,ecmp_background_used,previous_background_used,full_od_lp_used,selected_od_lp_used,stage2_used,disturbance_finalization_used,random_forest_gate_used,sticky_gate_used,solver_backend,dqn_action,action,db_budget,decision_ms,lp_status
abilene,2026,gnn_lpd_dqn_selective_db_lp,-66.3440309215356,0.841406598430637,0.0470542050241988,0.010000000000000004,0.0395917185912689,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,selected_k_pr_failed_no_full_override,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,7.086083998729009,Optimal
abilene,2027,gnn_lpd_dqn_selective_db_lp,5.6375134280858274,0.9743504704261214,0.04105050218998365,0.03000000000000002,0.0399975761200391,1,1,1,gnn_lpd,0,132,33,33,33,33,0,0,1,0,none,33,99,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,4,0.03,7.356665999395773,Optimal
abilene,2028,gnn_lpd_dqn_selective_db_lp,-27.160583415619097,0.9110515726314833,0.10414187903837989,0.030000000000000023,0.0948786226747137,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,selected_k_pr_failed_no_full_override,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,2,0.03,7.094541000697063,Optimal
abilene,2029,gnn_lpd_dqn_selective_db_lp,-12.595297115569625,0.9372380280859218,0.0987123679305877,0.00999999999999999,0.092516985066956,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,selected_k_pr_failed_no_full_override,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.872874997498002,Optimal
abilene,2030,gnn_lpd_dqn_selective_db_lp,-2.2528834372185114,0.9559209475386958,0.09639779446835996,0.010000000000000026,0.0921486710288351,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,selected_k_pr_failed_no_full_override,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,7.231749998027226,Optimal
abilene,2031,gnn_lpd_dqn_selective_db_lp,8.39107185483444,0.9887365641734289,0.08855826567400579,0.010000000000000007,0.0875607953316742,1,1,1,gnn_lpd,0,132,33,30,30,30,0,0,0,0,none,30,102,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.675458000245271,Optimal
abilene,2032,gnn_lpd_dqn_selective_db_lp,8.38725027548097,0.9716374174039895,0.06956048207511537,0.010000000000000004,0.0675875671568416,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,7.077207999827806,Optimal
abilene,2033,gnn_lpd_dqn_selective_db_lp,8.389778599555457,0.9842927877719938,0.06038057150749299,0.010000000000000004,0.0594321610563765,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,7.07995799893979,Optimal
abilene,2034,gnn_lpd_dqn_selective_db_lp,8.392899994563148,0.9996105978103076,0.05562576253298666,0.01,0.055604101739253,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,7.02212499891175,Optimal
abilene,2035,gnn_lpd_dqn_selective_db_lp,8.631849963150422,0.9999999999999988,0.05044405534112406,0.0020461373617299897,0.050444055341124,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.76591599767562,Optimal
abilene,2036,gnn_lpd_dqn_selective_db_lp,-57.30752705513713,0.8573569748322585,0.10419799334477466,0.01,0.0893348763576678,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,selected_k_pr_failed_no_full_override,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.867500000225846,Optimal
abilene,2037,gnn_lpd_dqn_selective_db_lp,5.728088064396636,0.9754354131601726,0.042803847094777456,0.02865912837454737,0.0417523882757391,1,1,1,gnn_lpd,0,130,32,32,32,32,0,0,1,0,none,32,98,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,4,0.03,7.2251669989782386,Optimal
abilene,2038,gnn_lpd_dqn_selective_db_lp,-46.96997443173207,0.8756881225146471,0.09611986746658097,0.030000000000000006,0.084171026278167,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,selected_k_pr_failed_no_full_override,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,2,0.03,6.743915997503791,Optimal
abilene,2039,gnn_lpd_dqn_selective_db_lp,-68.50685837038414,0.8375995283177693,0.07423800081098701,0.010000000000000009,0.0621817144625369,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,selected_k_pr_failed_no_full_override,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.94008299979032,Optimal
abilene,2040,gnn_lpd_dqn_selective_db_lp,-53.43412887436648,0.8642151870244741,0.09236988840372372,0.010000000000000035,0.0798274603822539,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,selected_k_pr_failed_no_full_override,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.842791997769382,Optimal
abilene,2041,gnn_lpd_dqn_selective_db_lp,-387.0829797948127,0.3641440839343485,0.17994881041838678,0.1723177876693114,0.0655272947248792,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,solver_failed,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,1.1159589994349517,BudgetInfeasible
abilene,2042,gnn_lpd_dqn_selective_db_lp,-366.68319828458016,0.3795588251396792,0.18519392504926863,0.01,0.0702919886147062,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,selected_k_pr_failed_no_full_override,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.822332998126512,Optimal
abilene,2043,gnn_lpd_dqn_selective_db_lp,-175.05059605421735,0.6561964582306831,0.06267698278826016,0.030000000000000002,0.0411284141182418,1,1,1,gnn_lpd,0,130,32,32,32,32,0,0,1,0,selected_k_pr_failed_no_full_override,32,98,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,4,0.03,7.076165999023942,Optimal
abilene,2044,gnn_lpd_dqn_selective_db_lp,-83.93670126246697,0.8105628215931577,0.051856224458395654,0.030000000000000034,0.0420327276141653,1,1,1,gnn_lpd,0,132,33,30,30,30,0,0,0,0,selected_k_pr_failed_no_full_override,30,102,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,2,0.03,7.262084000103641,Optimal
abilene,2045,gnn_lpd_dqn_selective_db_lp,-29.953516931311327,0.9060476575886957,0.0455047419320798,0.010000000000000004,0.041229464836739,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,selected_k_pr_failed_no_full_override,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,14.097458999458468,Optimal
abilene,2046,gnn_lpd_dqn_selective_db_lp,5.685166682860302,0.9635215392955325,0.04420703438105755,0.029999999999999978,0.0425944298145271,1,1,1,gnn_lpd,0,130,32,32,32,32,0,0,1,0,none,32,98,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,4,0.03,7.537624998803949,Optimal
abilene,2047,gnn_lpd_dqn_selective_db_lp,5.791183179556368,0.991797567773654,0.0441367957642091,0.030000000000000127,0.0437747666882651,1,1,1,gnn_lpd,0,129,32,30,30,30,0,0,0,0,none,30,99,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,2,0.03,7.176333998359041,Optimal
abilene,2048,gnn_lpd_dqn_selective_db_lp,-101.1402713757545,0.7806879272914075,0.054852514652953856,0.010000000000000002,0.0428226959711361,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,selected_k_pr_failed_no_full_override,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,7.663334003154887,Optimal
abilene,2049,gnn_lpd_dqn_selective_db_lp,6.217735664645933,0.9926606336466149,0.044475151834789145,0.012431887602865588,0.0441487324018512,1,1,1,gnn_lpd,0,131,32,32,32,32,0,0,1,0,none,32,99,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,4,0.03,7.839833997422829,Optimal
abilene,2050,gnn_lpd_dqn_selective_db_lp,6.239188505743266,0.9939398929275781,0.041972469827861236,0.01508966299472905,0.0417181121666104,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,2,0.03,6.909583000378916,Optimal
abilene,2051,gnn_lpd_dqn_selective_db_lp,6.387910523124701,0.9755276156332893,0.042898255471590103,0.010000000000000012,0.041848432875028,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,7.195000001956942,Optimal
abilene,2052,gnn_lpd_dqn_selective_db_lp,8.390995471628752,0.9886575631406905,0.04256801123351512,0.010000000000000002,0.0420851862538726,1,1,1,gnn_lpd,0,128,32,30,30,30,0,0,0,0,none,30,98,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.736040999385295,Optimal
abilene,2053,gnn_lpd_dqn_selective_db_lp,8.392793322007108,0.9959897350398866,0.041462859526447314,0.010000000000000037,0.0412965824737423,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.404625000868691,Optimal
abilene,2054,gnn_lpd_dqn_selective_db_lp,8.405707045181693,0.9864990357403689,0.0434334865220452,0.009491176798878925,0.0428470925728399,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.857458000013139,Optimal
abilene,2055,gnn_lpd_dqn_selective_db_lp,8.392194374688621,0.9929362484366607,0.04413179493839486,0.010000000000000028,0.0438200589029058,1,1,1,gnn_lpd,0,129,32,30,30,30,0,0,0,0,none,30,99,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.392874998709885,Optimal
abilene,2056,gnn_lpd_dqn_selective_db_lp,8.38951507031488,0.9807741015629183,0.04554780225056464,0.010000000000000002,0.044672104830463,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.639749997702893,Optimal
abilene,2057,gnn_lpd_dqn_selective_db_lp,8.390755221818686,0.9884183990863535,0.04515914633046491,0.010000000000000007,0.0446361311200645,1,1,1,gnn_lpd,0,132,33,30,30,30,0,0,0,0,none,30,102,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.928457998583326,Optimal
abilene,2058,gnn_lpd_dqn_selective_db_lp,8.587083662786107,0.9999999999999991,0.04509690138210934,0.0035251362404642534,0.0450969013821093,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,7.162249999964843,Optimal
abilene,2059,gnn_lpd_dqn_selective_db_lp,8.667961488600742,0.9999999999999981,0.04488155853844458,0.0008451045466583574,0.0448815585384445,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.685374999506166,Optimal
abilene,2060,gnn_lpd_dqn_selective_db_lp,8.39290019554561,0.9989741027250756,0.04429656888498531,0.009999999999999997,0.0442511251556777,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.894624999404186,Optimal
abilene,2061,gnn_lpd_dqn_selective_db_lp,8.392926117158996,0.9973357957914816,0.04423074797822711,0.009999999999999997,0.0441129082333176,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.5410419992986135,Optimal
abilene,2062,gnn_lpd_dqn_selective_db_lp,8.566817608902607,0.9854855988528355,0.043924635582633556,0.004128021195607668,0.0432870958015442,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.438874999730615,Optimal
abilene,2063,gnn_lpd_dqn_selective_db_lp,8.65145160930233,0.9838048288066867,0.04439784541766169,0.0012916854819719399,0.0436788147105084,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.558791999850655,Optimal
abilene,2064,gnn_lpd_dqn_selective_db_lp,8.499643728285944,0.9999999999999978,0.044391668132776695,0.006460815990414347,0.0443916681327766,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.531792001624126,Optimal
abilene,2065,gnn_lpd_dqn_selective_db_lp,8.561859298008558,0.9999999999999993,0.04427094648351833,0.004389028966298588,0.0442709464835183,1,1,1,gnn_lpd,0,132,33,30,30,30,0,0,0,0,none,30,102,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.469833002483938,Optimal
abilene,2066,gnn_lpd_dqn_selective_db_lp,8.619725305694887,0.999999999999998,0.04562945928905279,0.0024612898101815605,0.0456294592890527,1,1,1,gnn_lpd,0,132,33,30,30,30,0,0,0,0,none,30,102,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.435999999666819,Optimal
abilene,2067,gnn_lpd_dqn_selective_db_lp,8.611421334849535,0.9999999999999986,0.044822867447510364,0.002742126338301881,0.0448228674475103,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.314875001407927,Optimal
abilene,2068,gnn_lpd_dqn_selective_db_lp,8.678264147728694,0.9999999999999993,0.04450997951320343,0.0004985478422871924,0.0445099795132034,1,1,1,gnn_lpd,0,132,33,30,30,30,0,0,0,0,none,30,102,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.779417002690025,Optimal
abilene,2069,gnn_lpd_dqn_selective_db_lp,8.641397894873787,0.9999999999999986,0.04357232761178766,0.0017215437708856046,0.0435723276117876,1,1,1,gnn_lpd,0,132,33,30,30,30,0,0,0,0,none,30,102,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.955791999644134,Optimal
abilene,2070,gnn_lpd_dqn_selective_db_lp,8.539614153557254,0.9999999999999982,0.043998037173502876,0.005123926848151748,0.0439980371735028,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.668040998192737,Optimal
abilene,2071,gnn_lpd_dqn_selective_db_lp,8.455628260735784,0.9999999999999982,0.046015006170097385,0.007918110742225495,0.0460150061700973,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.828416997450404,Optimal
abilene,2072,gnn_lpd_dqn_selective_db_lp,8.599456396010362,0.9999999999999979,0.0467598808283407,0.0031388437329682327,0.0467598808283406,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.378292000590591,Optimal
abilene,2073,gnn_lpd_dqn_selective_db_lp,8.47251957244247,0.9999999999999996,0.04776195554032682,0.007373450351920237,0.0477619555403268,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.2769169999228325,Optimal
abilene,2074,gnn_lpd_dqn_selective_db_lp,8.59899812019745,0.9999999999999997,0.048507595580491815,0.003140018193460402,0.0485075955804918,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.801333998737391,Optimal
abilene,2075,gnn_lpd_dqn_selective_db_lp,8.686680835815704,0.999999999999998,0.0485086421932905,0.0002278513061928965,0.0485086421932904,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.483624998509185,Optimal
abilene,2076,gnn_lpd_dqn_selective_db_lp,8.459250660774027,0.9999999999999996,0.045446230110622224,0.007662557140864174,0.0454462301106222,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,10.872625000047265,Optimal
abilene,2077,gnn_lpd_dqn_selective_db_lp,8.585468136657619,0.9999999999999996,0.04603719604952682,0.003576352411370523,0.0460371960495268,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,7.241291001264472,Optimal
abilene,2078,gnn_lpd_dqn_selective_db_lp,8.493193319815179,0.9999999999999988,0.04448987281911315,0.006625154639458545,0.0444898728191131,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,8.052041001064936,Optimal
abilene,2079,gnn_lpd_dqn_selective_db_lp,8.508576965413233,0.9999999999999979,0.04369330124388779,0.0061350192194463615,0.0436933012438877,1,1,1,gnn_lpd,0,128,32,30,30,30,0,0,0,0,none,30,98,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,7.372458003374049,Optimal
abilene,2080,gnn_lpd_dqn_selective_db_lp,8.39044159661284,0.9875688130525331,0.04172792578427991,0.009999999999999924,0.0412091981379255,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,7.072165997669799,Optimal
abilene,2081,gnn_lpd_dqn_selective_db_lp,8.388224252774727,0.977123553872215,0.041933497729796994,0.010000000000000004,0.0409742083280317,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,7.2004579997155815,Optimal
abilene,2082,gnn_lpd_dqn_selective_db_lp,8.555836085907735,0.9999999999999991,0.040325749683524335,0.004578661036373996,0.0403257496835243,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.804083001043182,Optimal
abilene,2083,gnn_lpd_dqn_selective_db_lp,8.577365779436388,0.999999999999998,0.04252906825032928,0.003862646252095721,0.0425290682503292,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.7548330007412005,Optimal
abilene,2084,gnn_lpd_dqn_selective_db_lp,8.638626034316758,0.9999999999999982,0.04280533806811418,0.0018141210895146443,0.0428053380681141,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.9503329978033435,Optimal
abilene,2085,gnn_lpd_dqn_selective_db_lp,8.392647249979595,0.9981016648982155,0.04317195198138201,0.009999999999999981,0.0430899971495232,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.973083000048064,Optimal
